ID,CORE RELATIONS
0,NO_REL
1,NO_REL
2,NO_REL
3,NO_REL
4,NO_REL
5,NO_REL
6,NO_REL
7,NO_REL
8,NO_REL
9,NO_REL
10,NO_REL
11,NO_REL
12,NO_REL
13,NO_REL
14,NO_REL
15,NO_REL
16,NO_REL
17,NO_REL
18,NO_REL
19,NO_REL
20,NO_REL
21,NO_REL
22,NO_REL
23,NO_REL
24,NO_REL
25,NO_REL
26,NO_REL
27,NO_REL
28,NO_REL
29,NO_REL
30,NO_REL
31,NO_REL
32,NO_REL
33,NO_REL
34,NO_REL
35,NO_REL
36,NO_REL
37,NO_REL
38,NO_REL
39,NO_REL
40,NO_REL
41,NO_REL
42,NO_REL
43,NO_REL
44,NO_REL
45,NO_REL
46,NO_REL
47,NO_REL
48,NO_REL
49,NO_REL
50,NO_REL
51,NO_REL
52,NO_REL
53,NO_REL
54,NO_REL
55,NO_REL
56,NO_REL
57,NO_REL
58,NO_REL
59,NO_REL
60,NO_REL
61,NO_REL
62,NO_REL
63,NO_REL
64,NO_REL
65,NO_REL
66,NO_REL
67,NO_REL
68,NO_REL
69,NO_REL
70,NO_REL
71,NO_REL
72,NO_REL
73,NO_REL
74,NO_REL
75,NO_REL
76,NO_REL
77,NO_REL
78,NO_REL
79,NO_REL
80,NO_REL
81,NO_REL
82,NO_REL
83,NO_REL
84,NO_REL
85,NO_REL
86,NO_REL
87,NO_REL
88,NO_REL
89,NO_REL
90,NO_REL
91,NO_REL
92,NO_REL
93,NO_REL
94,NO_REL
95,NO_REL
96,NO_REL
97,NO_REL
98,NO_REL
99,NO_REL
100,NO_REL
101,NO_REL
102,NO_REL
103,NO_REL
104,NO_REL
105,NO_REL
106,NO_REL
107,NO_REL
108,NO_REL
109,NO_REL
110,NO_REL
111,NO_REL
112,NO_REL
113,NO_REL
114,NO_REL
115,NO_REL
116,NO_REL
117,NO_REL
118,NO_REL
119,NO_REL
120,NO_REL
121,NO_REL
122,NO_REL
123,NO_REL
124,NO_REL
125,NO_REL
126,NO_REL
127,NO_REL
128,NO_REL
129,NO_REL
130,NO_REL
131,NO_REL
132,NO_REL
133,NO_REL
134,NO_REL
135,NO_REL
136,NO_REL
137,NO_REL
138,NO_REL
139,NO_REL
140,NO_REL
141,NO_REL
142,NO_REL
143,NO_REL
144,NO_REL
145,NO_REL
146,NO_REL
147,NO_REL
148,NO_REL
149,NO_REL
150,NO_REL
151,NO_REL
152,NO_REL
153,NO_REL
154,NO_REL
155,NO_REL
156,NO_REL
157,NO_REL
158,NO_REL
159,NO_REL
160,NO_REL
161,NO_REL
162,NO_REL
163,NO_REL
164,NO_REL
165,NO_REL
166,NO_REL
167,NO_REL
168,NO_REL
169,NO_REL
170,NO_REL
171,NO_REL
172,NO_REL
173,NO_REL
174,NO_REL
175,NO_REL
176,NO_REL
177,NO_REL
178,NO_REL
179,NO_REL
180,NO_REL
181,NO_REL
182,NO_REL
183,NO_REL
184,NO_REL
185,NO_REL
186,NO_REL
187,NO_REL
188,NO_REL
189,NO_REL
190,NO_REL
191,NO_REL
192,NO_REL
193,NO_REL
194,NO_REL
195,NO_REL
196,NO_REL
197,NO_REL
198,NO_REL
199,NO_REL
200,NO_REL
201,NO_REL
202,NO_REL
203,NO_REL
204,NO_REL
205,NO_REL
206,NO_REL
207,NO_REL
208,NO_REL
209,NO_REL
210,NO_REL
211,NO_REL
212,NO_REL
213,NO_REL
214,NO_REL
215,NO_REL
216,NO_REL
217,NO_REL
218,NO_REL
219,NO_REL
220,NO_REL
221,NO_REL
222,NO_REL
223,NO_REL
224,NO_REL
225,NO_REL
226,NO_REL
227,NO_REL
228,NO_REL
229,NO_REL
230,NO_REL
231,NO_REL
232,NO_REL
233,NO_REL
234,NO_REL
235,NO_REL
236,NO_REL
237,NO_REL
238,NO_REL
239,NO_REL
240,NO_REL
241,NO_REL
242,NO_REL
243,NO_REL
244,NO_REL
245,NO_REL
246,NO_REL
247,NO_REL
248,NO_REL
249,NO_REL
250,NO_REL
251,NO_REL
252,NO_REL
253,NO_REL
254,NO_REL
255,NO_REL
256,NO_REL
257,NO_REL
258,NO_REL
259,NO_REL
260,NO_REL
261,NO_REL
262,NO_REL
263,NO_REL
264,NO_REL
265,NO_REL
266,NO_REL
267,NO_REL
268,NO_REL
269,NO_REL
270,NO_REL
271,NO_REL
272,NO_REL
273,NO_REL
274,NO_REL
275,NO_REL
276,NO_REL
277,NO_REL
278,NO_REL
279,NO_REL
280,NO_REL
281,NO_REL
282,NO_REL
283,NO_REL
284,NO_REL
285,NO_REL
286,NO_REL
287,NO_REL
288,NO_REL
289,NO_REL
290,NO_REL
291,NO_REL
292,NO_REL
293,NO_REL
294,NO_REL
295,NO_REL
296,NO_REL
297,NO_REL
298,NO_REL
299,NO_REL
300,NO_REL
301,NO_REL
302,NO_REL
303,NO_REL
304,NO_REL
305,NO_REL
306,NO_REL
307,NO_REL
308,NO_REL
309,NO_REL
310,NO_REL
311,NO_REL
312,NO_REL
313,NO_REL
314,NO_REL
315,NO_REL
316,NO_REL
317,NO_REL
318,NO_REL
319,NO_REL
320,NO_REL
321,NO_REL
322,NO_REL
323,NO_REL
324,NO_REL
325,NO_REL
326,NO_REL
327,NO_REL
328,NO_REL
329,NO_REL
330,NO_REL
331,NO_REL
332,NO_REL
333,NO_REL
334,NO_REL
335,NO_REL
336,NO_REL
337,NO_REL
338,NO_REL
339,NO_REL
340,NO_REL
341,NO_REL
342,NO_REL
343,NO_REL
344,NO_REL
345,NO_REL
346,NO_REL
347,NO_REL
348,NO_REL
349,NO_REL
350,NO_REL
351,NO_REL
352,NO_REL
353,NO_REL
354,NO_REL
355,NO_REL
356,NO_REL
357,NO_REL
358,NO_REL
359,NO_REL
360,NO_REL
361,NO_REL
362,NO_REL
363,NO_REL
364,NO_REL
365,NO_REL
366,NO_REL
367,NO_REL
368,NO_REL
369,NO_REL
370,NO_REL
371,NO_REL
372,NO_REL
373,NO_REL
374,NO_REL
375,NO_REL
376,NO_REL
377,NO_REL
378,NO_REL
379,NO_REL
380,NO_REL
381,NO_REL
382,NO_REL
383,NO_REL
384,NO_REL
385,NO_REL
386,NO_REL
387,NO_REL
388,NO_REL
389,NO_REL
390,NO_REL
391,NO_REL
392,NO_REL
393,NO_REL
394,NO_REL
395,NO_REL
396,NO_REL
397,NO_REL
398,NO_REL
399,NO_REL
400,NO_REL
401,NO_REL
402,NO_REL
403,NO_REL
404,NO_REL
405,NO_REL
406,NO_REL
407,NO_REL
408,NO_REL
409,NO_REL
410,NO_REL
411,NO_REL
412,NO_REL
413,NO_REL
414,NO_REL
415,NO_REL
416,NO_REL
417,NO_REL
418,NO_REL
419,NO_REL
420,NO_REL
421,NO_REL
422,NO_REL
423,NO_REL
424,NO_REL
425,NO_REL
426,NO_REL
427,NO_REL
428,NO_REL
429,NO_REL
430,NO_REL
431,NO_REL
432,NO_REL
433,NO_REL
434,NO_REL
435,NO_REL
436,NO_REL
437,NO_REL
438,NO_REL
439,NO_REL
440,NO_REL
441,NO_REL
442,NO_REL
443,NO_REL
444,NO_REL
445,NO_REL
446,NO_REL
447,NO_REL
448,NO_REL
449,NO_REL
450,NO_REL
451,NO_REL
452,NO_REL
453,NO_REL
454,NO_REL
455,NO_REL
456,NO_REL
457,NO_REL
458,NO_REL
459,NO_REL
460,NO_REL
461,NO_REL
462,NO_REL
463,NO_REL
464,NO_REL
465,NO_REL
466,NO_REL
467,NO_REL
468,NO_REL
469,NO_REL
470,NO_REL
471,NO_REL
472,NO_REL
473,NO_REL
474,NO_REL
475,NO_REL
476,NO_REL
477,NO_REL
478,NO_REL
479,NO_REL
480,NO_REL
481,NO_REL
482,NO_REL
483,NO_REL
484,NO_REL
485,NO_REL
486,NO_REL
487,NO_REL
488,NO_REL
489,NO_REL
490,NO_REL
491,NO_REL
492,NO_REL
493,NO_REL
494,NO_REL
495,NO_REL
496,NO_REL
497,NO_REL
498,NO_REL
499,NO_REL
500,NO_REL
501,NO_REL
502,NO_REL
503,NO_REL
504,NO_REL
505,NO_REL
506,NO_REL
507,NO_REL
508,NO_REL
509,NO_REL
510,NO_REL
511,NO_REL
512,NO_REL
513,NO_REL
514,NO_REL
515,NO_REL
516,NO_REL
517,NO_REL
518,NO_REL
519,NO_REL
520,NO_REL
521,NO_REL
522,NO_REL
523,NO_REL
524,NO_REL
525,NO_REL
526,NO_REL
527,NO_REL
528,NO_REL
529,NO_REL
530,NO_REL
531,NO_REL
532,NO_REL
533,NO_REL
534,NO_REL
535,NO_REL
536,NO_REL
537,NO_REL
538,NO_REL
539,NO_REL
540,NO_REL
541,NO_REL
542,NO_REL
543,NO_REL
544,NO_REL
545,NO_REL
546,NO_REL
547,NO_REL
548,NO_REL
549,NO_REL
550,NO_REL
551,NO_REL
552,NO_REL
553,NO_REL
554,NO_REL
555,NO_REL
556,NO_REL
557,NO_REL
558,NO_REL
559,NO_REL
560,NO_REL
561,NO_REL
562,NO_REL
563,NO_REL
564,NO_REL
565,NO_REL
566,NO_REL
567,NO_REL
568,NO_REL
569,NO_REL
570,NO_REL
571,NO_REL
572,NO_REL
573,NO_REL
574,NO_REL
575,NO_REL
576,NO_REL
577,NO_REL
578,NO_REL
579,NO_REL
580,NO_REL
581,NO_REL
582,NO_REL
583,NO_REL
584,NO_REL
585,NO_REL
586,NO_REL
587,NO_REL
588,NO_REL
589,NO_REL
590,NO_REL
591,NO_REL
592,NO_REL
593,NO_REL
594,NO_REL
595,NO_REL
596,NO_REL
597,NO_REL
598,NO_REL
599,NO_REL
600,NO_REL
601,NO_REL
602,NO_REL
603,NO_REL
604,NO_REL
605,NO_REL
606,NO_REL
607,NO_REL
608,NO_REL
609,NO_REL
610,NO_REL
611,NO_REL
612,NO_REL
613,NO_REL
614,NO_REL
615,NO_REL
616,NO_REL
617,NO_REL
618,NO_REL
619,NO_REL
620,NO_REL
621,NO_REL
622,NO_REL
623,NO_REL
624,NO_REL
625,NO_REL
626,NO_REL
627,NO_REL
628,NO_REL
629,NO_REL
630,NO_REL
631,NO_REL
632,NO_REL
633,NO_REL
634,NO_REL
635,NO_REL
636,NO_REL
637,NO_REL
638,NO_REL
639,NO_REL
640,NO_REL
641,NO_REL
642,NO_REL
643,NO_REL
644,NO_REL
645,NO_REL
646,NO_REL
647,NO_REL
648,NO_REL
649,NO_REL
650,NO_REL
651,NO_REL
652,NO_REL
653,NO_REL
654,NO_REL
655,NO_REL
656,NO_REL
657,NO_REL
658,NO_REL
659,NO_REL
660,NO_REL
661,NO_REL
662,NO_REL
663,NO_REL
664,NO_REL
665,NO_REL
666,NO_REL
667,NO_REL
668,NO_REL
669,NO_REL
670,NO_REL
671,NO_REL
672,NO_REL
673,NO_REL
674,NO_REL
675,NO_REL
676,NO_REL
677,NO_REL
678,NO_REL
679,NO_REL
680,NO_REL
681,NO_REL
682,NO_REL
683,NO_REL
684,NO_REL
685,NO_REL
686,NO_REL
687,NO_REL
688,NO_REL
689,NO_REL
690,NO_REL
691,NO_REL
692,NO_REL
693,NO_REL
694,NO_REL
695,NO_REL
696,NO_REL
697,NO_REL
698,NO_REL
699,NO_REL
700,NO_REL
701,NO_REL
702,NO_REL
703,NO_REL
704,NO_REL
705,NO_REL
706,NO_REL
707,NO_REL
708,NO_REL
709,NO_REL
710,NO_REL
711,NO_REL
712,NO_REL
713,NO_REL
714,NO_REL
715,NO_REL
716,NO_REL
717,NO_REL
718,NO_REL
719,NO_REL
720,NO_REL
721,NO_REL
722,NO_REL
723,NO_REL
724,NO_REL
725,NO_REL
726,NO_REL
727,NO_REL
728,NO_REL
729,NO_REL
730,NO_REL
731,NO_REL
732,NO_REL
733,NO_REL
734,NO_REL
735,NO_REL
736,NO_REL
737,NO_REL
738,NO_REL
739,NO_REL
740,NO_REL
741,NO_REL
742,NO_REL
743,NO_REL
744,NO_REL
745,NO_REL
746,NO_REL
747,NO_REL
748,NO_REL
749,NO_REL
750,NO_REL
751,NO_REL
752,NO_REL
753,NO_REL
754,NO_REL
755,NO_REL
756,NO_REL
757,NO_REL
758,NO_REL
759,NO_REL
760,NO_REL
761,NO_REL
762,NO_REL
763,NO_REL
764,NO_REL
765,NO_REL
766,NO_REL
767,NO_REL
768,NO_REL
769,NO_REL
770,NO_REL
771,NO_REL
772,NO_REL
773,NO_REL
774,NO_REL
775,NO_REL
776,NO_REL
777,NO_REL
778,NO_REL
779,NO_REL
780,NO_REL
781,NO_REL
782,NO_REL
783,NO_REL
784,NO_REL
785,NO_REL
786,NO_REL
787,NO_REL
788,NO_REL
789,NO_REL
790,NO_REL
791,NO_REL
792,NO_REL
793,NO_REL
794,NO_REL
795,NO_REL
796,NO_REL
797,NO_REL
798,NO_REL
799,NO_REL
800,NO_REL
801,NO_REL
802,NO_REL
803,NO_REL
804,NO_REL
805,NO_REL
806,NO_REL
807,NO_REL
808,NO_REL
809,NO_REL
810,NO_REL
811,NO_REL
812,NO_REL
813,NO_REL
814,NO_REL
815,NO_REL
816,NO_REL
817,NO_REL
818,NO_REL
819,NO_REL
820,NO_REL
821,NO_REL
822,NO_REL
823,NO_REL
824,NO_REL
825,NO_REL
826,NO_REL
827,NO_REL
828,NO_REL
829,NO_REL
830,NO_REL
831,NO_REL
832,NO_REL
833,NO_REL
834,NO_REL
835,NO_REL
836,NO_REL
837,NO_REL
838,NO_REL
839,NO_REL
840,NO_REL
841,NO_REL
842,NO_REL
843,NO_REL
844,NO_REL
845,NO_REL
846,NO_REL
847,NO_REL
848,NO_REL
849,NO_REL
850,NO_REL
851,NO_REL
852,NO_REL
853,NO_REL
854,NO_REL
855,NO_REL
856,NO_REL
857,NO_REL
858,NO_REL
859,NO_REL
860,NO_REL
861,NO_REL
862,NO_REL
863,NO_REL
864,NO_REL
865,NO_REL
866,NO_REL
867,NO_REL
868,NO_REL
869,NO_REL
870,NO_REL
871,NO_REL
872,NO_REL
873,NO_REL
874,NO_REL
875,NO_REL
876,NO_REL
877,NO_REL
878,NO_REL
879,NO_REL
880,NO_REL
